1551014399548,2.51,3.66,0.61
1551014399655,2.51,3.67,0.64
1551014399761,2.51,3.67,0.60
1551014399868,2.51,3.67,0.60
1551014399975,2.50,3.67,0.55
1551014400083,2.50,3.67,0.55
1551014400189,2.52,3.63,0.63
1551014400298,2.52,3.63,0.63
1551014400403,2.52,3.65,0.67
1551014400509,2.52,3.65,0.67
1551014400615,2.55,3.67,0.78
1551014400721,2.55,3.67,0.78
1551014400827,2.55,3.67,0.81
1551014400933,2.55,3.67,0.81
1551014401039,2.55,3.67,0.81
1551014401145,2.55,3.67,0.81
1551014401253,2.60,3.62,0.82
1551014401362,2.60,3.58,0.80
1551014401471,2.60,3.58,0.80
1551014401578,2.59,3.55,0.84
1551014401686,2.59,3.55,0.84
1551014401792,2.58,3.50,0.85
1551014401901,2.58,3.50,0.85
1551014402008,2.54,3.46,0.86
1551014402118,2.54,3.46,0.86
1551014402227,2.51,3.41,0.88
1551014402333,2.51,3.41,0.88
1551014402441,2.47,3.34,0.86
1551014402546,2.47,3.34,0.86
1551014402652,2.43,3.25,0.70
1551014402761,2.43,3.25,0.70
1551014402869,2.43,3.25,0.70
1551014402977,2.43,3.25,0.70
1551014403084,2.43,3.25,0.70
1551014403192,2.23,3.12,0.81
1551014403297,2.23,3.12,0.81
1551014403406,2.15,3.08,0.80
1551014403512,2.15,3.08,0.80
1551014403618,2.09,3.03,0.73
1551014403724,2.09,3.03,0.73
1551014403832,1.99,3.04,0.85
1551014403940,1.99,3.04,0.85
1551014404045,2.01,2.95,0.88
1551014404152,2.01,2.95,0.88
1551014404258,2.07,2.86,0.93
1551014404364,1.92,2.84,0.83
1551014404469,1.92,2.84,0.83
1551014404577,1.78,2.87,0.87
1551014404687,1.78,2.87,0.87
1551014404792,1.51,2.81,1.02
1551014404901,1.51,2.81,1.02
1551014405008,1.41,2.86,0.95
1551014405115,1.41,2.86,0.95
1551014405223,1.33,2.85,0.83
1551014405328,1.33,2.85,0.83
1551014405435,1.18,2.88,0.76
1551014405541,1.18,2.88,0.76
1551014405647,1.08,2.91,0.64
1551014405752,1.08,2.91,0.64
1551014405859,0.89,2.95,0.51
1551014405967,0.63,3.00,0.44
1551014406074,0.63,3.00,0.44
1551014406183,0.62,3.04,0.50
1551014406291,0.62,3.04,0.50
1551014406398,0.56,3.09,0.57
1551014406505,0.56,3.09,0.57
1551014406610,0.54,3.12,0.62
1551014406716,0.54,3.12,0.62
1551014406823,0.72,3.22,0.80
1551014406931,0.72,3.22,0.80
1551014407034,0.76,3.28,0.83
1551014407141,0.76,3.28,0.83
1551014407248,0.72,3.37,0.72
1551014407354,0.72,3.37,0.72
1551014407460,0.70,3.43,0.58
1551014407566,0.65,3.53,0.60
1551014407674,0.65,3.53,0.60
1551014407782,0.64,3.59,0.79
1551014407889,0.64,3.59,0.79
1551014407997,0.68,3.65,0.84
1551014408103,0.68,3.65,0.84
1551014408202,0.69,3.77,0.81
1551014408308,0.69,3.77,0.81
1551014408416,0.65,3.84,0.88
1551014408521,0.65,3.84,0.88
1551014408628,0.59,3.90,0.91
1551014408736,0.59,3.90,0.91
1551014408841,0.66,4.02,1.00
1551014408948,0.66,4.02,1.00
1551014409056,0.66,4.02,1.00
1551014409164,0.66,4.02,1.00
1551014409270,0.66,4.02,1.00
1551014409377,0.59,4.31,0.84
1551014409485,0.59,4.31,0.84
1551014409592,0.58,4.41,0.84
1551014409700,0.58,4.41,0.84
1551014409807,0.53,4.47,0.85
1551014409913,0.53,4.47,0.85
1551014410022,0.57,4.56,0.74
1551014410129,0.57,4.56,0.74
1551014410238,0.55,4.64,0.78
1551014410344,0.55,4.64,0.78
1551014410453,0.38,4.66,0.90
1551014410560,0.38,4.66,0.90
1551014410666,0.53,4.78,0.78
1551014410773,0.45,4.79,0.88
1551014410879,0.45,4.79,0.88
1551014410987,0.34,4.78,1.02
1551014411095,0.34,4.78,1.02
1551014411200,0.45,4.87,0.98
1551014411307,0.45,4.87,0.98
1551014411413,0.59,4.91,0.88
1551014411520,0.59,4.91,0.88
1551014411628,0.91,4.96,1.02
1551014411735,0.91,4.96,1.02
1551014411843,1.04,5.03,0.91
1551014411950,1.04,5.03,0.91
1551014412058,1.11,5.08,0.81
1551014412165,1.16,5.11,0.78
1551014412272,1.16,5.11,0.78
1551014412378,1.19,5.11,0.87
1551014412487,1.19,5.11,0.87
1551014412594,1.32,5.12,0.87
1551014412698,1.32,5.12,0.87
1551014412805,1.42,5.12,0.79
1551014412911,1.42,5.12,0.79
1551014413016,1.49,5.10,0.86
1551014413121,1.49,5.10,0.86
1551014413226,1.49,5.10,0.86
1551014413334,1.49,5.10,0.86
1551014413442,1.62,5.09,0.92
1551014413551,1.62,5.09,0.92
1551014413659,1.72,5.11,0.92
1551014413765,1.81,5.13,0.94
1551014413871,1.81,5.13,0.94
1551014413978,1.91,5.14,0.93
1551014414083,1.91,5.14,0.93
1551014414188,2.01,5.16,0.82
1551014414296,2.01,5.16,0.82
1551014414403,2.12,5.15,0.90
1551014414510,2.12,5.15,0.90
1551014414615,2.22,5.14,0.79
1551014414721,2.22,5.14,0.79
1551014414828,2.36,5.15,0.79
1551014414936,2.36,5.15,0.79
1551014415041,2.52,5.15,0.79
1551014415150,2.52,5.15,0.79
1551014415257,2.65,5.18,0.87
1551014415366,2.71,5.21,0.86
1551014415472,2.71,5.21,0.86
1551014415582,2.81,5.27,0.84
1551014415687,2.81,5.27,0.84
1551014415794,2.86,5.32,0.70
1551014415901,2.86,5.32,0.70
1551014416008,2.91,5.41,0.63
1551014416115,2.91,5.41,0.63
1551014416222,3.05,5.52,0.53
1551014416331,3.05,5.52,0.53
1551014416437,3.05,5.52,0.53
1551014416543,3.05,5.52,0.53
1551014416648,3.05,5.52,0.53
1551014416755,3.05,5.52,0.53
1551014416859,3.34,5.83,0.89
1551014416968,3.35,5.93,0.70
1551014417076,3.35,5.93,0.70
1551014417184,3.35,5.93,0.70
1551014417291,3.35,5.93,0.70
1551014417400,3.35,5.93,0.70
1551014417506,3.35,5.93,0.70
1551014417615,3.36,6.29,0.57
1551014417720,3.36,6.29,0.57
1551014417827,3.48,6.39,0.61
1551014417932,3.48,6.39,0.61
1551014418039,3.45,6.47,0.63
1551014418145,3.45,6.47,0.63
1551014418251,3.39,6.57,0.60
1551014418357,3.39,6.57,0.60
1551014418466,2.88,6.79,0.72
1551014418570,3.03,6.84,0.69
1551014418677,3.03,6.84,0.69
1551014418784,3.05,6.91,0.64
1551014418891,3.05,6.91,0.64
1551014418997,2.71,7.09,0.70
1551014419103,2.71,7.09,0.70
1551014419209,2.85,7.27,0.84
1551014419316,2.85,7.27,0.84
1551014419423,2.88,7.32,0.72
1551014419533,2.88,7.32,0.72
1551014419638,2.95,7.55,0.88
1551014419745,2.95,7.55,0.88
1551014419852,2.98,7.56,0.82
1551014419960,2.98,7.59,0.80
1551014420067,2.98,7.59,0.80
1551014420173,2.97,7.70,0.81
1551014420279,2.97,7.70,0.81
1551014420385,2.94,7.75,0.67
1551014420492,2.94,7.75,0.67
1551014420597,2.95,7.80,0.58
1551014420704,2.95,7.80,0.58
1551014420813,2.90,7.85,0.52
1551014420920,2.90,7.85,0.52
1551014421027,2.82,7.96,0.60
1551014421133,2.82,7.96,0.60
1551014421243,2.80,7.99,0.74
1551014421349,2.80,7.99,0.74
1551014421459,2.73,8.04,0.80
1551014421566,2.60,8.06,0.71
1551014421671,2.60,8.06,0.71
1551014421778,2.57,8.10,0.80
1551014421884,2.57,8.10,0.80
1551014421993,2.51,8.13,0.85
1551014422101,2.51,8.13,0.85
1551014422206,2.36,8.13,0.70
1551014422311,2.36,8.13,0.70
1551014422417,2.24,8.12,0.59
1551014422524,2.24,8.12,0.59
1551014422629,1.95,8.12,0.80
1551014422738,1.95,8.12,0.80
1551014422844,1.88,8.12,0.69
1551014422950,1.88,8.12,0.69
1551014423056,1.77,8.12,0.70
1551014423162,1.52,8.11,0.85
1551014423267,1.52,8.11,0.85
1551014423376,1.42,8.10,0.84
1551014423483,1.42,8.10,0.84
1551014423590,1.26,8.08,0.94
1551014423697,1.26,8.08,0.94
1551014423804,1.13,8.07,1.00
1551014423912,1.13,8.07,1.00
1551014424020,1.04,8.09,1.10
1551014424127,1.04,8.09,1.10
1551014424234,1.04,8.01,1.06
1551014424343,1.04,8.01,1.06
1551014424452,0.89,7.96,1.06
1551014424558,0.89,7.96,1.06
1551014424665,0.76,7.92,1.08
1551014424774,0.73,7.86,1.04
1551014424881,0.73,7.86,1.04
1551014424980,0.78,7.82,0.98
1551014425087,0.78,7.82,0.98
1551014425197,0.59,7.74,1.03
1551014425304,0.59,7.74,1.03
1551014425410,0.64,7.66,0.97
1551014425517,0.64,7.66,0.97
1551014425625,0.64,7.56,0.98
1551014425731,0.64,7.56,0.98
1551014425839,0.74,7.49,0.90
1551014425945,0.74,7.49,0.90
1551014426052,0.84,7.39,0.85
1551014426161,0.99,7.27,0.72
1551014426269,0.99,7.27,0.72
1551014426375,1.18,7.12,1.00
1551014426483,1.18,7.12,1.00
1551014426592,1.27,6.99,0.96
1551014426700,1.27,6.99,0.96
1551014426806,1.39,6.91,1.06
1551014426910,1.39,6.91,1.06
1551014427018,1.54,6.79,1.19
1551014427124,1.54,6.79,1.19
1551014427230,1.43,6.70,1.05
1551014427338,1.43,6.70,1.05
1551014427442,1.36,6.60,1.01
1551014427547,1.36,6.60,1.01
1551014427654,1.32,6.52,0.88
1551014427760,1.32,6.41,0.86
1551014427867,1.32,6.41,0.86
1551014427972,1.58,6.20,0.85
1551014428080,1.58,6.20,0.85
1551014428186,1.40,6.06,1.13
1551014428294,1.40,6.06,1.13
1551014428402,1.28,5.98,1.15
1551014428512,1.28,5.98,1.15
1551014428620,1.50,5.81,1.15
1551014428725,1.50,5.81,1.15
1551014428830,1.41,5.66,1.40
1551014428936,1.41,5.66,1.40
1551014429042,1.32,5.64,1.18
1551014429151,1.32,5.64,1.18
1551014429256,1.30,5.60,0.90
1551014429364,1.30,5.60,0.90
1551014429471,1.30,5.60,0.90
1551014429579,1.12,5.39,1.02
1551014429686,1.12,5.39,1.02
1551014429794,1.07,5.33,0.94
1551014429901,1.07,5.33,0.94
1551014430010,1.22,5.28,1.02
1551014430119,1.22,5.28,1.02
1551014430228,1.36,5.23,1.02
1551014430336,1.36,5.23,1.02
1551014430443,1.45,5.16,0.83
1551014430548,1.45,5.16,0.83
1551014430654,1.39,5.12,0.76
1551014430761,1.62,5.10,0.94
1551014430868,1.62,5.10,0.94
1551014430973,1.66,5.11,0.84
1551014431079,1.66,5.11,0.84
1551014431186,1.70,5.09,0.74
1551014431286,1.70,5.09,0.74
1551014431393,1.73,5.09,0.66
1551014431501,1.73,5.09,0.66
1551014431606,1.73,5.10,0.72
1551014431713,1.73,5.10,0.72
1551014431819,1.85,5.10,0.73
1551014431925,1.85,5.10,0.73
1551014432030,1.89,5.10,0.75
1551014432139,1.89,5.10,0.75
1551014432246,2.01,5.07,0.76
1551014432354,2.01,5.07,0.76
1551014432462,2.01,5.07,0.76
1551014432566,2.33,5.08,0.93
1551014432675,2.33,5.08,0.93
1551014432785,2.44,4.91,1.22
1551014432895,2.44,4.91,1.22
1551014433000,2.47,4.89,1.14
1551014433105,2.47,4.89,1.14
1551014433214,2.51,4.86,1.08
1551014433321,2.51,4.86,1.08
1551014433429,2.51,4.77,1.14
1551014433536,2.51,4.77,1.14
1551014433642,2.54,4.72,0.94
1551014433750,2.54,4.72,0.94
1551014433856,2.55,4.63,0.99
1551014433965,2.58,4.58,0.92
1551014434072,2.58,4.58,0.92
1551014434179,2.57,4.52,0.96
1551014434286,2.57,4.52,0.96
1551014434393,3.11,4.45,0.98
1551014434502,3.11,4.45,0.98
1551014434608,2.96,4.35,1.13
1551014434714,2.96,4.35,1.13
1551014434819,2.89,4.30,1.05
1551014434925,2.89,4.30,1.05
1551014435031,2.85,4.26,0.97
1551014435137,2.85,4.26,0.97
1551014435244,2.80,4.20,0.79
1551014435351,2.80,4.20,0.79
1551014435456,2.75,4.16,0.80
1551014435564,2.72,4.10,0.69
1551014435669,2.72,4.10,0.69
1551014435776,2.70,4.02,0.62
1551014435883,2.70,4.02,0.62
1551014435990,2.70,4.02,0.62
1551014436098,2.70,4.02,0.62
1551014436205,2.74,3.82,0.57
1551014436314,2.74,3.82,0.57
1551014436421,2.73,3.79,0.68
1551014436528,2.73,3.79,0.68
1551014436632,2.70,3.75,0.76
1551014436741,2.70,3.75,0.76
1551014436849,2.68,3.70,0.81
1551014436957,2.68,3.70,0.81
1551014437065,2.66,3.66,0.82
1551014437170,2.63,3.58,0.66
1551014437278,2.63,3.58,0.66
1551014437385,2.63,3.54,0.68
1551014437490,2.63,3.54,0.68
1551014437597,2.60,3.51,0.75
1551014437704,2.60,3.51,0.75
1551014437812,2.54,3.45,0.68
1551014437918,2.54,3.45,0.68
1551014438027,2.47,3.41,0.67
1551014438135,2.47,3.41,0.67
1551014438241,2.39,3.40,0.79
1551014438348,2.39,3.40,0.79
1551014438456,2.39,3.40,0.79
1551014438563,2.25,3.30,0.76
1551014438670,2.25,3.30,0.76
1551014438777,2.18,3.27,0.71
1551014438886,2.18,3.27,0.71
1551014438993,2.08,3.22,0.60
1551014439098,2.08,3.22,0.60
1551014439206,1.97,3.18,0.47
1551014439313,1.97,3.18,0.47
1551014439420,1.90,3.13,0.56
1551014439528,1.90,3.13,0.56
1551014439635,1.56,3.12,0.75
1551014439741,1.56,3.12,0.75
1551014439846,1.70,3.07,0.90
1551014439952,1.70,3.07,0.90
1551014440060,1.41,3.15,0.95
1551014440167,1.15,3.20,0.96
1551014440272,1.15,3.20,0.96
1551014440378,0.90,3.24,0.99
1551014440485,0.90,3.24,0.99
1551014440592,0.87,3.20,0.94
1551014440700,0.87,3.20,0.94
1551014440808,0.68,3.17,1.01
1551014440915,0.68,3.17,1.01
1551014441024,0.58,3.17,0.95
1551014441132,0.58,3.17,0.95
1551014441242,0.50,3.22,0.88
1551014441349,0.50,3.22,0.88
1551014441456,0.51,3.26,0.82
1551014441565,0.54,3.30,0.79
1551014441673,0.54,3.30,0.79
1551014441781,0.59,3.35,0.77
1551014441889,0.59,3.35,0.77
1551014441997,0.60,3.40,0.75
1551014442105,0.60,3.40,0.75
1551014442211,0.56,3.46,0.72
1551014442316,0.56,3.46,0.72
1551014442426,0.26,3.55,0.75
1551014442534,0.26,3.55,0.75
1551014442643,0.97,3.85,0.74
1551014442751,0.97,3.85,0.74
1551014442858,0.84,3.91,0.61
1551014442964,0.84,3.91,0.61
1551014443070,0.84,3.91,0.61
1551014443177,0.77,3.96,0.56
1551014443286,0.77,3.96,0.56
1551014443394,0.78,4.04,0.55
1551014443501,0.78,4.04,0.55
1551014443610,0.99,4.18,0.68
1551014443717,0.99,4.18,0.68
1551014443824,0.98,4.23,0.78
1551014443932,0.98,4.23,0.78
1551014444041,0.88,4.29,0.67
1551014444150,0.88,4.29,0.67
1551014444258,0.77,4.33,0.78
1551014444366,0.77,4.33,0.78
1551014444472,0.77,4.33,0.78
1551014444579,0.69,4.48,0.79
1551014444687,0.69,4.48,0.79
1551014444793,0.76,4.59,0.97
1551014444900,0.76,4.59,0.97
1551014445007,0.79,4.65,0.81
1551014445113,0.79,4.65,0.81
1551014445220,0.77,4.71,0.81
1551014445329,0.77,4.71,0.81
1551014445438,0.77,4.71,0.81
1551014445547,0.77,4.71,0.81
1551014445652,0.82,4.85,0.68
